"Story","Title","Result","Date","Stability","Duration (s)"
"Home Page","Products page","FAILURE","2022-05-31T21:59:36.817+02:00[Europe/Berlin]","0.0","3.96"
"Home Page","Contact page","FAILURE","2022-05-31T21:59:40.787+02:00[Europe/Berlin]","0.0","3.76"
"Home Page","Header navigation through sections","FAILURE","2022-05-31T21:59:44.553+02:00[Europe/Berlin]","0.0","3.76"
